date_start,driver_number,duration_sector_1,duration_sector_2,duration_sector_3,i1_speed,i2_speed,is_pit_out_lap,lap_duration,lap_number,meeting_key,segments_sector_1,segments_sector_2,segments_sector_3,session_key,st_speed
2025-12-07 13:06:41.211000+00:00,10,18.851,38.265,33.748,280,309,False,90.864,3,1276,"[None, 2049, 2048, 2049, 2049]","[2049, 2049, 2049, 2048, 2048, 2048, 2049, 2049, 2049]","[2049, 2049, 2048, 2049, 2049, 2049, 2049, 2049, 2049, 2048]",9839,328
2025-12-07 13:06:41.711000+00:00,43,18.772,38.341,34.19,282,303,False,91.303,3,1276,"[None, 2049, 2049, 2049, 2048]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2049, 2048]","[2049, 2049, 2049, 2049, 2049, 2048, 2049, 2049, 2049, 2048]",9839,311
2025-12-07 13:07:58.355000+00:00,1,18.253,38.441,32.869,,296,False,89.563,4,1276,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2049, 2049]","[2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,306
2025-12-07 13:08:00.260000+00:00,81,18.288,38.523,33.115,,293,False,89.926,4,1276,"[None, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",9839,301
2025-12-07 13:08:01.667000+00:00,4,18.031,38.55,33.26,283,304,False,89.841,4,1276,"[None, 2048, 2049, 2049, 2048]","[2048, 2048, 2049, 2049, 2049, 2048, 2048, 2048, 2049]","[2048, 2049, 2049, 2048, 2048, 2048, 2049, 2049, 2048, 2048]",9839,295
2025-12-07 13:08:02.471000+00:00,16,18.083,37.904,33.956,284,325,False,89.943,4,1276,"[None, 2049, 2048, 2049, 2048]","[2049, 2048, 2048, 2049, 2049, 2048, 2049, 2049, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,325
2025-12-07 13:08:03.409000+00:00,14,18.248,38.745,33.903,283,295,False,90.896,4,1276,"[None, 2049, 2049, 2048, 2048]","[2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",9839,295
2025-12-07 13:08:04.130000+00:00,63,17.944,37.971,33.422,290,296,False,89.337,4,1276,"[None, 2051, 2048, 2049, 2051]","[2048, 2048, 2049, 2049, 2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2051, 2049, 2049, 2049, 2049, 2048, 2048]",9839,320
2025-12-07 13:08:04.771000+00:00,5,18.088,38.138,33.996,,310,False,90.222,4,1276,"[None, 2049, 2049, 2048, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2049]","[2048, 2048, 2048, 2049, 2049, 2048, 2049, 2049, 2048, 2048]",9839,322
2025-12-07 13:08:05.297000+00:00,6,18.253,38.216,33.768,285,309,False,90.237,4,1276,"[None, 2048, 2048, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2049, 2048, 2048, 2049, 2048, 2048, 2048, 2049, 2048, 2048]",9839,321
2025-12-07 13:08:05.872000+00:00,31,18.351,38.213,33.936,284,306,False,90.5,4,1276,"[2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2049, 2048, 2048]",9839,315
2025-12-07 13:08:06.681000+00:00,22,18.402,38.083,34.036,285,291,False,90.521,4,1276,"[None, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]",9839,318
2025-12-07 13:08:07.320000+00:00,30,18.362,38.956,33.343,284,303,False,90.661,4,1276,"[2048, 2049, 2049, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048, 2048]","[2049, 2051, 2048, 2049, 2049, 2048, 2048, 2049, 2049, 2048]",9839,324
2025-12-07 13:08:07.865000+00:00,87,18.116,38.791,33.834,286,294,False,90.741,4,1276,"[None, 2049, 2049, 2049, 2049]","[2048, 2048, 2048, 2049, 2049, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2049, 2048, 2049, 2049, 2048, 2048]",9839,340
2025-12-07 13:08:08.256000+00:00,44,18.128,38.32,34.435,287,305,False,90.883,4,1276,"[None, 2048, 2049, 2049, 2049]","[2049, 2048, 2048, 2049, 2051, 2048, 2049, 2049, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2049, 2048, 2048]",9839,332
2025-12-07 13:08:09.185000+00:00,55,18.17,37.886,34.773,287,293,False,90.829,4,1276,"[None, 2048, 2048, 2049, 2049]","[2049, 2048, 2049, 2048, 2048, 2048, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,324
2025-12-07 13:08:09.708000+00:00,23,18.118,37.899,34.857,288,301,False,90.874,4,1276,"[None, 2049, 2049, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2049, 2048, 2048, 2048]","[2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,334
2025-12-07 13:08:10.146000+00:00,18,18.276,38.037,34.46,,307,False,90.773,4,1276,"[2049, 2049, 2049, 2048, 2049]","[2048, 2048, 2048, 2048, 2048, 2049, 2049, 2049, 2048]","[2049, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048, 2048]",9839,326
