date,driver_number,meeting_key,position,session_key
2025-12-07 13:50:39.818000+00:00,44,1276,14,9839
2025-12-07 13:50:40.958000+00:00,44,1276,15,9839
2025-12-07 13:50:40.958000+00:00,23,1276,14,9839
2025-12-07 13:50:42.319000+00:00,6,1276,15,9839
2025-12-07 13:50:42.319000+00:00,44,1276,16,9839
2025-12-07 13:50:43.008000+00:00,55,1276,16,9839
2025-12-07 13:50:43.008000+00:00,44,1276,17,9839
2025-12-07 13:50:46.754000+00:00,44,1276,18,9839
2025-12-07 13:50:46.754000+00:00,10,1276,17,9839
2025-12-07 13:50:57.521000+00:00,44,1276,19,9839
2025-12-07 13:50:57.521000+00:00,43,1276,18,9839
2025-12-07 13:51:10.456000+00:00,31,1276,10,9839
2025-12-07 13:51:10.456000+00:00,12,1276,11,9839
2025-12-07 13:51:30.938000+00:00,6,1276,16,9839
2025-12-07 13:51:30.938000+00:00,55,1276,15,9839
2025-12-07 13:52:00.840000+00:00,22,1276,7,9839
2025-12-07 13:52:00.840000+00:00,18,1276,6,9839
2025-12-07 13:52:04.402000+00:00,12,1276,12,9839
2025-12-07 13:52:04.402000+00:00,27,1276,11,9839
2025-12-07 13:52:04.982000+00:00,87,1276,12,9839
2025-12-07 13:52:04.982000+00:00,12,1276,13,9839
2025-12-07 13:52:05.151000+00:00,14,1276,7,9839
2025-12-07 13:52:05.151000+00:00,22,1276,8,9839
2025-12-07 13:52:05.987000+00:00,5,1276,8,9839
2025-12-07 13:52:05.987000+00:00,22,1276,9,9839
2025-12-07 13:52:07.850000+00:00,31,1276,9,9839
2025-12-07 13:52:07.850000+00:00,22,1276,10,9839
2025-12-07 13:52:09.456000+00:00,22,1276,11,9839
2025-12-07 13:52:09.456000+00:00,27,1276,10,9839
2025-12-07 13:52:10.008000+00:00,22,1276,12,9839
2025-12-07 13:52:10.008000+00:00,87,1276,11,9839
2025-12-07 13:52:11.410000+00:00,22,1276,13,9839
2025-12-07 13:52:11.410000+00:00,12,1276,14,9839
2025-12-07 13:52:11.410000+00:00,23,1276,12,9839
2025-12-07 13:52:12.642000+00:00,22,1276,14,9839
2025-12-07 13:52:12.642000+00:00,55,1276,13,9839
2025-12-07 13:52:12.642000+00:00,12,1276,15,9839
2025-12-07 13:52:13.704000+00:00,6,1276,14,9839
2025-12-07 13:52:13.704000+00:00,22,1276,15,9839
2025-12-07 13:52:13.704000+00:00,12,1276,16,9839
2025-12-07 13:52:16.802000+00:00,22,1276,16,9839
2025-12-07 13:52:16.802000+00:00,12,1276,17,9839
2025-12-07 13:52:16.802000+00:00,10,1276,15,9839
2025-12-07 13:52:19.170000+00:00,22,1276,17,9839
2025-12-07 13:52:19.170000+00:00,12,1276,18,9839
2025-12-07 13:52:19.170000+00:00,43,1276,16,9839
2025-12-07 13:52:21.837000+00:00,12,1276,19,9839
2025-12-07 13:52:21.837000+00:00,44,1276,18,9839
2025-12-07 13:52:26.323000+00:00,30,1276,19,9839
2025-12-07 13:52:26.323000+00:00,12,1276,20,9839
2025-12-07 13:52:29.859000+00:00,22,1276,18,9839
2025-12-07 13:52:29.859000+00:00,44,1276,17,9839
2025-12-07 13:53:00.846000+00:00,87,1276,10,9839
2025-12-07 13:53:00.846000+00:00,27,1276,11,9839
2025-12-07 13:53:37.684000+00:00,55,1276,12,9839
2025-12-07 13:53:37.684000+00:00,23,1276,13,9839
2025-12-07 13:53:44.429000+00:00,6,1276,13,9839
2025-12-07 13:53:44.429000+00:00,23,1276,14,9839
2025-12-07 13:53:47.101000+00:00,23,1276,15,9839
2025-12-07 13:53:47.101000+00:00,10,1276,14,9839
2025-12-07 13:53:49.225000+00:00,23,1276,16,9839
2025-12-07 13:53:49.225000+00:00,43,1276,15,9839
2025-12-07 13:53:50.978000+00:00,44,1276,16,9839
2025-12-07 13:53:50.978000+00:00,23,1276,17,9839
2025-12-07 13:53:53.740000+00:00,22,1276,17,9839
2025-12-07 13:53:53.740000+00:00,23,1276,18,9839
2025-12-07 13:53:55.849000+00:00,30,1276,18,9839
2025-12-07 13:53:55.849000+00:00,23,1276,19,9839
2025-12-07 13:54:09.595000+00:00,12,1276,19,9839
2025-12-07 13:54:09.595000+00:00,23,1276,20,9839
2025-12-07 13:55:48.495000+00:00,44,1276,15,9839
2025-12-07 13:55:48.495000+00:00,43,1276,16,9839
2025-12-07 13:57:28.469000+00:00,44,1276,14,9839
2025-12-07 13:57:28.469000+00:00,10,1276,15,9839
2025-12-07 13:58:52.385000+00:00,22,1276,16,9839
2025-12-07 13:58:52.385000+00:00,43,1276,17,9839
2025-12-07 14:00:16.688000+00:00,5,1276,9,9839
2025-12-07 14:00:16.688000+00:00,31,1276,8,9839
2025-12-07 14:00:26.622000+00:00,5,1276,8,9839
2025-12-07 14:00:26.622000+00:00,31,1276,9,9839
2025-12-07 14:00:33.710000+00:00,5,1276,9,9839
2025-12-07 14:00:33.710000+00:00,31,1276,8,9839
2025-12-07 14:00:35.211000+00:00,6,1276,14,9839
2025-12-07 14:00:35.211000+00:00,44,1276,13,9839
2025-12-07 14:01:59.194000+00:00,22,1276,15,9839
2025-12-07 14:01:59.194000+00:00,10,1276,16,9839
2025-12-07 14:02:13.637000+00:00,30,1276,17,9839
2025-12-07 14:02:13.637000+00:00,43,1276,18,9839
2025-12-07 14:02:25.864000+00:00,63,1276,4,9839
2025-12-07 14:02:25.864000+00:00,16,1276,5,9839
2025-12-07 14:02:34.599000+00:00,12,1276,18,9839
2025-12-07 14:02:34.599000+00:00,43,1276,19,9839
2025-12-07 14:03:23.721000+00:00,23,1276,19,9839
2025-12-07 14:03:23.721000+00:00,43,1276,20,9839
2025-12-07 14:03:53.662000+00:00,1,1276,1,9839
2025-12-07 14:03:53.662000+00:00,81,1276,2,9839
2025-12-07 14:04:21.773000+00:00,30,1276,16,9839
2025-12-07 14:04:21.773000+00:00,10,1276,17,9839
2025-12-07 14:04:22.483000+00:00,12,1276,17,9839
2025-12-07 14:04:22.483000+00:00,10,1276,18,9839
2025-12-07 14:04:24.494000+00:00,23,1276,18,9839
2025-12-07 14:04:24.494000+00:00,10,1276,19,9839
2025-12-07 14:04:39.254000+00:00,55,1276,13,9839
2025-12-07 14:04:39.254000+00:00,44,1276,12,9839
2025-12-07 14:04:47.956000+00:00,5,1276,10,9839
2025-12-07 14:04:47.956000+00:00,87,1276,9,9839
2025-12-07 14:05:02.496000+00:00,30,1276,17,9839
2025-12-07 14:05:02.496000+00:00,12,1276,16,9839
2025-12-07 14:05:49.228000+00:00,63,1276,5,9839
2025-12-07 14:05:49.228000+00:00,16,1276,4,9839
2025-12-07 14:06:26.846000+00:00,44,1276,11,9839
2025-12-07 14:06:26.846000+00:00,27,1276,12,9839
2025-12-07 14:07:03.640000+00:00,14,1276,6,9839
2025-12-07 14:07:03.640000+00:00,18,1276,7,9839
2025-12-07 14:07:04.786000+00:00,31,1276,7,9839
2025-12-07 14:07:04.786000+00:00,18,1276,8,9839
2025-12-07 14:07:05.171000+00:00,55,1276,12,9839
2025-12-07 14:07:05.171000+00:00,27,1276,13,9839
2025-12-07 14:07:06.312000+00:00,87,1276,8,9839
2025-12-07 14:07:06.312000+00:00,18,1276,9,9839
2025-12-07 14:07:07.556000+00:00,5,1276,9,9839
2025-12-07 14:07:07.556000+00:00,18,1276,10,9839
2025-12-07 14:07:08.171000+00:00,18,1276,11,9839
2025-12-07 14:07:08.171000+00:00,44,1276,10,9839
2025-12-07 14:07:10.192000+00:00,55,1276,11,9839
2025-12-07 14:07:10.192000+00:00,18,1276,12,9839
2025-12-07 14:07:13.373000+00:00,6,1276,12,9839
2025-12-07 14:07:13.373000+00:00,18,1276,13,9839
2025-12-07 14:07:13.373000+00:00,27,1276,14,9839
2025-12-07 14:07:14.767000+00:00,22,1276,13,9839
2025-12-07 14:07:14.767000+00:00,18,1276,14,9839
2025-12-07 14:07:14.767000+00:00,27,1276,15,9839
2025-12-07 14:07:18.559000+00:00,12,1276,14,9839
2025-12-07 14:07:18.559000+00:00,18,1276,15,9839
2025-12-07 14:07:18.559000+00:00,27,1276,16,9839
2025-12-07 14:07:21.390000+00:00,30,1276,16,9839
2025-12-07 14:07:21.390000+00:00,27,1276,17,9839
2025-12-07 14:07:22.073000+00:00,23,1276,17,9839
2025-12-07 14:07:22.073000+00:00,27,1276,18,9839
2025-12-07 14:07:29.405000+00:00,30,1276,15,9839
2025-12-07 14:07:29.405000+00:00,18,1276,16,9839
2025-12-07 14:07:30.095000+00:00,18,1276,17,9839
2025-12-07 14:07:30.095000+00:00,23,1276,16,9839
2025-12-07 14:07:39.918000+00:00,5,1276,10,9839
2025-12-07 14:07:39.918000+00:00,44,1276,9,9839
2025-12-07 14:08:02.475000+00:00,30,1276,16,9839
2025-12-07 14:08:02.475000+00:00,23,1276,15,9839
2025-12-07 14:09:20.621000+00:00,30,1276,17,9839
2025-12-07 14:09:20.621000+00:00,18,1276,16,9839
2025-12-07 14:09:24.058000+00:00,6,1276,13,9839
2025-12-07 14:09:24.058000+00:00,22,1276,12,9839
2025-12-07 14:10:46.149000+00:00,87,1276,9,9839
2025-12-07 14:10:46.149000+00:00,44,1276,8,9839
2025-12-07 14:10:56.124000+00:00,87,1276,8,9839
2025-12-07 14:10:56.124000+00:00,44,1276,9,9839
2025-12-07 14:11:03.013000+00:00,87,1276,9,9839
2025-12-07 14:11:03.013000+00:00,44,1276,8,9839
2025-12-07 14:12:32.513000+00:00,30,1276,18,9839
2025-12-07 14:12:32.513000+00:00,27,1276,17,9839
2025-12-07 14:13:47.724000+00:00,18,1276,15,9839
2025-12-07 14:13:47.724000+00:00,23,1276,16,9839
2025-12-07 14:14:07.022000+00:00,6,1276,14,9839
2025-12-07 14:14:07.022000+00:00,12,1276,13,9839
2025-12-07 14:16:44.184000+00:00,6,1276,15,9839
2025-12-07 14:16:44.184000+00:00,18,1276,14,9839
2025-12-07 14:16:55.217000+00:00,23,1276,17,9839
2025-12-07 14:16:55.217000+00:00,27,1276,16,9839
2025-12-07 14:17:05.186000+00:00,23,1276,16,9839
2025-12-07 14:17:05.186000+00:00,27,1276,17,9839
2025-12-07 14:18:15.580000+00:00,23,1276,17,9839
2025-12-07 14:18:15.580000+00:00,27,1276,16,9839
2025-12-07 14:19:36.852000+00:00,12,1276,14,9839
2025-12-07 14:19:36.852000+00:00,18,1276,13,9839
2025-12-07 14:20:06.079000+00:00,6,1276,16,9839
2025-12-07 14:20:06.079000+00:00,27,1276,15,9839
2025-12-07 14:21:09.058000+00:00,31,1276,8,9839
2025-12-07 14:21:09.058000+00:00,44,1276,7,9839
2025-12-07 14:21:16.359000+00:00,31,1276,7,9839
2025-12-07 14:21:16.359000+00:00,44,1276,8,9839
2025-12-07 14:21:26.466000+00:00,22,1276,13,9839
2025-12-07 14:21:26.466000+00:00,18,1276,12,9839
2025-12-07 14:22:52.488000+00:00,6,1276,17,9839
2025-12-07 14:22:52.488000+00:00,23,1276,16,9839
2025-12-07 14:23:05.910000+00:00,6,1276,16,9839
2025-12-07 14:23:05.910000+00:00,23,1276,17,9839
2025-12-07 14:23:09.345000+00:00,6,1276,17,9839
2025-12-07 14:23:09.345000+00:00,23,1276,16,9839
2025-12-07 14:24:15.111000+00:00,55,1276,12,9839
2025-12-07 14:24:15.111000+00:00,18,1276,11,9839
2025-12-07 14:24:24.287000+00:00,12,1276,15,9839
2025-12-07 14:24:24.287000+00:00,27,1276,14,9839
2025-12-07 14:25:31.360000+00:00,5,1276,11,9839
2025-12-07 14:25:31.360000+00:00,18,1276,10,9839
2025-12-07 14:25:33.523000+00:00,22,1276,14,9839
2025-12-07 14:25:33.523000+00:00,27,1276,13,9839
2025-12-07 14:28:42.912000+00:00,55,1276,13,9839
2025-12-07 14:28:42.912000+00:00,27,1276,12,9839
2025-12-07 14:30:02.792000+00:00,5,1276,12,9839
2025-12-07 14:30:02.792000+00:00,27,1276,11,9839
2025-12-07 14:30:22.833000+00:00,87,1276,10,9839
2025-12-07 14:30:22.833000+00:00,18,1276,9,9839
2025-12-07 14:32:38.231000+00:00,87,1276,9,9839
2025-12-07 14:32:38.231000+00:00,18,1276,11,9839
2025-12-07 14:32:38.231000+00:00,27,1276,10,9839
2025-12-07 14:38:30.459000+00:00,5,1276,11,9839
2025-12-07 14:38:30.459000+00:00,87,1276,12,9839
2025-12-07 14:38:30.459000+00:00,18,1276,10,9839
2025-12-07 14:38:30.459000+00:00,27,1276,9,9839
