circuit_key,circuit_short_name,country_code,country_key,country_name,date_end,date_start,gmt_offset,location,meeting_key,session_key,session_name,session_type,year
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2025-12-05 10:30:00+00:00,2025-12-05 09:30:00+00:00,04:00:00,Yas Island,1276,9832,Practice 1,Practice,2025
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2025-12-05 14:00:00+00:00,2025-12-05 13:00:00+00:00,04:00:00,Yas Island,1276,9833,Practice 2,Practice,2025
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2025-12-06 11:30:00+00:00,2025-12-06 10:30:00+00:00,04:00:00,Yas Island,1276,9834,Practice 3,Practice,2025
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2025-12-06 15:00:00+00:00,2025-12-06 14:00:00+00:00,04:00:00,Yas Island,1276,9835,Qualifying,Qualifying,2025
70,Yas Marina Circuit,UAE,21,United Arab Emirates,2025-12-07 15:00:00+00:00,2025-12-07 13:00:00+00:00,04:00:00,Yas Island,1276,9839,Race,Race,2025
