circuit_image,circuit_info_url,circuit_key,circuit_short_name,circuit_type,country_code,country_flag,country_key,country_name,date_end,date_start,gmt_offset,location,meeting_key,meeting_name,meeting_official_name,year
https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Track%20icons%204x3/Abu Dhabi%20carbon.png,https://api.multiviewer.app/api/v1/circuits/70/2025,70,Yas Marina Circuit,Permanent,UAE,https://media.formula1.com/content/dam/fom-website/2018-redesign-assets/Flags%2016x9/united-arab-emirates-flag.png,21,United Arab Emirates,2025-12-07 15:00:00+00:00,2025-12-05 09:30:00+00:00,04:00:00,Yas Island,1276,Abu Dhabi Grand Prix,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2025,2025
