date,driver_number,gap_to_leader,interval,meeting_key,session_key
2025-12-07 13:16:54.213000+00:00,81,2.088,2.088,1276,9839
2025-12-07 13:16:54.611000+00:00,14,9.114,2.046,1276,9839
2025-12-07 13:16:54.737000+00:00,43,21.282,1.814,1276,9839
2025-12-07 13:16:54.851000+00:00,22,12.188,0.761,1276,9839
2025-12-07 13:16:55.102000+00:00,10,19.505,3.065,1276,9839
2025-12-07 13:16:55.413000+00:00,5,9.936,0.822,1276,9839
2025-12-07 13:16:55.487000+00:00,44,35.327,14.082,1276,9839
2025-12-07 13:16:55.741000+00:00,30,13.072,0.884,1276,9839
2025-12-07 13:16:55.911000+00:00,27,35.764,0.437,1276,9839
2025-12-07 13:16:55.927000+00:00,1,0.0,0.0,1276,9839
2025-12-07 13:16:56.033000+00:00,4,3.879,1.791,1276,9839
2025-12-07 13:16:56.097000+00:00,63,7.136,2.376,1276,9839
2025-12-07 13:16:56.228000+00:00,87,13.55,0.478,1276,9839
2025-12-07 13:16:56.247000+00:00,6,10.744,0.808,1276,9839
2025-12-07 13:16:56.354000+00:00,23,36.219,0.455,1276,9839
2025-12-07 13:16:56.880000+00:00,43,21.292,1.787,1276,9839
2025-12-07 13:16:56.961000+00:00,16,4.832,0.953,1276,9839
2025-12-07 13:16:57.028000+00:00,31,11.546,0.802,1276,9839
2025-12-07 13:16:57.161000+00:00,81,2.201,2.201,1276,9839
2025-12-07 13:16:57.410000+00:00,55,14.746,1.196,1276,9839
2025-12-07 13:16:57.842000+00:00,22,12.342,0.796,1276,9839
2025-12-07 13:16:58.121000+00:00,14,9.135,1.999,1276,9839
2025-12-07 13:16:58.159000+00:00,81,2.214,2.214,1276,9839
2025-12-07 13:16:58.233000+00:00,44,35.339,14.123,1276,9839
2025-12-07 13:16:58.278000+00:00,18,15.618,0.872,1276,9839
2025-12-07 13:16:58.511000+00:00,27,35.639,0.3,1276,9839
2025-12-07 13:16:58.697000+00:00,30,13.223,0.881,1276,9839
2025-12-07 13:16:58.854000+00:00,4,3.903,1.702,1276,9839
2025-12-07 13:16:58.878000+00:00,5,9.923,0.788,1276,9839
2025-12-07 13:16:59.009000+00:00,23,36.09,0.451,1276,9839
2025-12-07 13:16:59.242000+00:00,87,13.73,0.507,1276,9839
2025-12-07 13:16:59.264000+00:00,12,16.586,0.968,1276,9839
2025-12-07 13:16:59.394000+00:00,63,7.269,2.437,1276,9839
2025-12-07 13:16:59.700000+00:00,6,10.758,0.835,1276,9839
2025-12-07 13:16:59.832000+00:00,4,3.901,1.687,1276,9839
2025-12-07 13:16:59.879000+00:00,16,4.924,1.021,1276,9839
2025-12-07 13:17:00.439000+00:00,55,14.873,1.143,1276,9839
2025-12-07 13:17:00.564000+00:00,81,2.222,2.222,1276,9839
2025-12-07 13:17:00.574000+00:00,31,11.549,0.791,1276,9839
2025-12-07 13:17:00.834000+00:00,16,4.93,1.029,1276,9839
2025-12-07 13:17:01.220000+00:00,18,15.708,0.835,1276,9839
2025-12-07 13:17:01.301000+00:00,22,12.364,0.815,1276,9839
2025-12-07 13:17:01.312000+00:00,14,9.181,1.912,1276,9839
2025-12-07 13:17:01.588000+00:00,44,35.187,14.13,1276,9839
2025-12-07 13:17:02.200000+00:00,27,35.737,0.55,1276,9839
2025-12-07 13:17:02.241000+00:00,4,3.893,1.671,1276,9839
2025-12-07 13:17:02.261000+00:00,5,10.06,0.879,1276,9839
2025-12-07 13:17:02.271000+00:00,30,13.242,0.878,1276,9839
2025-12-07 13:17:02.292000+00:00,12,16.76,1.052,1276,9839
2025-12-07 13:17:02.300000+00:00,63,7.351,2.427,1276,9839
2025-12-07 13:17:02.311000+00:00,10,19.622,3.036,1276,9839
2025-12-07 13:17:02.528000+00:00,23,36.121,0.384,1276,9839
2025-12-07 13:17:02.646000+00:00,87,13.721,0.479,1276,9839
2025-12-07 13:17:03+00:00,6,10.865,0.805,1276,9839
2025-12-07 13:17:03.214000+00:00,16,4.935,1.042,1276,9839
2025-12-07 13:17:03.263000+00:00,63,7.355,2.425,1276,9839
2025-12-07 13:17:03.296000+00:00,81,2.221,2.221,1276,9839
2025-12-07 13:17:03.869000+00:00,31,11.73,0.865,1276,9839
2025-12-07 13:17:03.891000+00:00,55,14.938,1.217,1276,9839
2025-12-07 13:17:04.079000+00:00,43,21.398,1.776,1276,9839
2025-12-07 13:17:04.200000+00:00,14,9.237,1.886,1276,9839
2025-12-07 13:17:04.697000+00:00,22,12.594,0.864,1276,9839
2025-12-07 13:17:04.710000+00:00,18,15.757,0.819,1276,9839
2025-12-07 13:17:04.961000+00:00,4,3.913,1.692,1276,9839
2025-12-07 13:17:05.028000+00:00,44,35.178,13.943,1276,9839
2025-12-07 13:17:05.092000+00:00,5,10.139,0.902,1276,9839
2025-12-07 13:17:05.178000+00:00,14,9.231,1.876,1276,9839
2025-12-07 13:17:05.178000+00:00,10,19.709,2.949,1276,9839
2025-12-07 13:17:05.543000+00:00,27,35.709,0.531,1276,9839
2025-12-07 13:17:05.589000+00:00,30,13.47,0.876,1276,9839
2025-12-07 13:17:05.634000+00:00,63,7.36,,1276,9839
2025-12-07 13:17:05.726000+00:00,12,16.796,1.039,1276,9839
2025-12-07 13:17:05.942000+00:00,6,10.993,0.854,1276,9839
2025-12-07 13:17:05.993000+00:00,16,4.937,1.024,1276,9839
2025-12-07 13:17:06.091000+00:00,23,36.229,0.52,1276,9839
2025-12-07 13:17:06.093000+00:00,5,10.14,0.909,1276,9839
2025-12-07 13:17:06.114000+00:00,87,13.992,0.522,1276,9839
2025-12-07 13:17:06.806000+00:00,31,11.859,0.866,1276,9839
2025-12-07 13:17:06.916000+00:00,6,11.011,0.871,1276,9839
2025-12-07 13:17:06.978000+00:00,81,2.255,2.255,1276,9839
2025-12-07 13:17:07.041000+00:00,43,21.547,1.838,1276,9839
2025-12-07 13:17:07.291000+00:00,55,15.146,1.154,1276,9839
2025-12-07 13:17:07.478000+00:00,14,9.228,1.868,1276,9839
2025-12-07 13:17:07.681000+00:00,22,12.751,0.892,1276,9839
2025-12-07 13:17:07.775000+00:00,31,11.862,0.851,1276,9839
2025-12-07 13:17:08.041000+00:00,18,15.917,0.771,1276,9839
2025-12-07 13:17:08.400000+00:00,5,10.139,0.911,1276,9839
2025-12-07 13:17:08.400000+00:00,63,7.345,2.408,1276,9839
2025-12-07 13:17:08.541000+00:00,30,13.587,0.836,1276,9839
2025-12-07 13:17:08.572000+00:00,44,35.152,13.87,1276,9839
2025-12-07 13:17:08.650000+00:00,4,3.959,1.704,1276,9839
2025-12-07 13:17:08.697000+00:00,22,12.753,0.891,1276,9839
2025-12-07 13:17:08.712000+00:00,10,19.756,2.96,1276,9839
2025-12-07 13:17:09.041000+00:00,12,16.899,0.982,1276,9839
2025-12-07 13:17:09.087000+00:00,87,14.133,0.546,1276,9839
2025-12-07 13:17:09.119000+00:00,27,,0.557,1276,9839
2025-12-07 13:17:09.306000+00:00,6,11.033,0.894,1276,9839
2025-12-07 13:17:09.541000+00:00,30,13.592,0.839,1276,9839
2025-12-07 13:17:09.713000+00:00,16,4.994,1.035,1276,9839
2025-12-07 13:17:09.713000+00:00,23,36.316,0.607,1276,9839
2025-12-07 13:17:10.041000+00:00,87,14.135,0.543,1276,9839
2025-12-07 13:17:10.119000+00:00,31,11.855,0.822,1276,9839
2025-12-07 13:17:10.244000+00:00,55,15.287,,1276,9839
2025-12-07 13:17:10.291000+00:00,14,9.233,1.888,1276,9839
2025-12-07 13:17:10.556000+00:00,43,21.587,1.831,1276,9839
2025-12-07 13:17:10.712000+00:00,44,35.139,13.847,1276,9839
2025-12-07 13:17:10.994000+00:00,18,16.038,0.751,1276,9839
2025-12-07 13:17:11.025000+00:00,22,12.752,0.897,1276,9839
2025-12-07 13:17:11.213000+00:00,5,10.15,0.917,1276,9839
2025-12-07 13:17:11.259000+00:00,55,,1.152,1276,9839
2025-12-07 13:17:11.338000+00:00,27,35.711,0.572,1276,9839
2025-12-07 13:17:11.478000+00:00,81,2.221,2.221,1276,9839
2025-12-07 13:17:11.900000+00:00,30,13.598,0.846,1276,9839
2025-12-07 13:17:12.072000+00:00,18,16.043,0.756,1276,9839
2025-12-07 13:17:12.072000+00:00,10,19.851,2.952,1276,9839
2025-12-07 13:17:12.072000+00:00,23,36.389,0.678,1276,9839
2025-12-07 13:17:12.088000+00:00,12,17.045,1.007,1276,9839
2025-12-07 13:17:12.119000+00:00,63,7.405,2.411,1276,9839
2025-12-07 13:17:12.150000+00:00,6,11.098,0.948,1276,9839
2025-12-07 13:17:12.416000+00:00,87,,0.537,1276,9839
2025-12-07 13:17:13.025000+00:00,31,11.906,0.808,1276,9839
2025-12-07 13:17:13.103000+00:00,12,17.064,1.021,1276,9839
2025-12-07 13:17:13.150000+00:00,4,3.866,1.645,1276,9839
2025-12-07 13:17:13.572000+00:00,55,15.28,1.145,1276,9839
2025-12-07 13:17:13.828000+00:00,43,21.685,1.834,1276,9839
2025-12-07 13:17:13.869000+00:00,22,12.813,0.907,1276,9839
2025-12-07 13:17:13.978000+00:00,14,9.276,1.871,1276,9839
2025-12-07 13:17:14.214000+00:00,16,4.966,1.1,1276,9839
2025-12-07 13:17:14.312000+00:00,18,16.046,0.766,1276,9839
2025-12-07 13:17:14.715000+00:00,30,13.667,0.854,1276,9839
2025-12-07 13:17:14.887000+00:00,5,10.191,0.915,1276,9839
2025-12-07 13:17:14.969000+00:00,10,20.015,2.97,1276,9839
2025-12-07 13:17:15.256000+00:00,87,14.212,0.545,1276,9839
2025-12-07 13:17:15.354000+00:00,12,17.075,1.029,1276,9839
2025-12-07 13:17:15.887000+00:00,81,2.116,2.116,1276,9839
2025-12-07 13:17:15.910000+00:00,6,11.205,1.014,1276,9839
2025-12-07 13:17:16.011000+00:00,10,20.035,2.971,1276,9839
2025-12-07 13:17:16.323000+00:00,55,15.282,1.07,1276,9839
2025-12-07 13:17:16.610000+00:00,63,7.363,2.397,1276,9839
2025-12-07 13:17:16.792000+00:00,31,12.027,0.822,1276,9839
2025-12-07 13:17:16.800000+00:00,43,21.82,1.805,1276,9839
2025-12-07 13:17:17.101000+00:00,18,16.042,0.76,1276,9839
2025-12-07 13:17:17.516000+00:00,4,3.743,1.627,1276,9839
2025-12-07 13:17:17.627000+00:00,22,12.928,0.901,1276,9839
2025-12-07 13:17:17.687000+00:00,44,34.995,13.597,1276,9839
2025-12-07 13:17:17.879000+00:00,43,21.834,1.799,1276,9839
2025-12-07 13:17:18.200000+00:00,12,17.102,1.06,1276,9839
2025-12-07 13:17:18.326000+00:00,10,20.059,2.984,1276,9839
2025-12-07 13:17:18.329000+00:00,27,35.663,0.668,1276,9839
2025-12-07 13:17:18.518000+00:00,30,13.796,0.868,1276,9839
2025-12-07 13:17:18.578000+00:00,14,9.314,1.951,1276,9839
2025-12-07 13:17:18.590000+00:00,81,2.137,2.137,1276,9839
2025-12-07 13:17:18.642000+00:00,16,4.891,1.148,1276,9839
2025-12-07 13:17:19.063000+00:00,23,36.397,0.734,1276,9839
2025-12-07 13:17:19.078000+00:00,87,14.354,0.558,1276,9839
2025-12-07 13:17:19.426000+00:00,5,10.18,0.866,1276,9839
2025-12-07 13:17:20.124000+00:00,43,21.85,1.791,1276,9839
2025-12-07 13:17:20.146000+00:00,55,15.445,1.091,1276,9839
2025-12-07 13:17:20.210000+00:00,4,3.764,,1276,9839
2025-12-07 13:17:20.436000+00:00,6,11.175,0.995,1276,9839
2025-12-07 13:17:20.447000+00:00,44,34.969,13.422,1276,9839
2025-12-07 13:17:20.798000+00:00,18,16.114,0.669,1276,9839
2025-12-07 13:17:21.033000+00:00,63,7.259,2.368,1276,9839
2025-12-07 13:17:21.158000+00:00,27,35.673,0.704,1276,9839
2025-12-07 13:17:21.267000+00:00,10,20.182,3.08,1276,9839
2025-12-07 13:17:21.283000+00:00,31,11.994,0.819,1276,9839
2025-12-07 13:17:21.298000+00:00,16,4.859,1.095,1276,9839
2025-12-07 13:17:21.876000+00:00,12,17.189,1.075,1276,9839
2025-12-07 13:17:21.908000+00:00,23,36.426,0.753,1276,9839
2025-12-07 13:17:22.111000+00:00,22,12.857,0.863,1276,9839
2025-12-07 13:17:22.876000+00:00,81,2.14,2.14,1276,9839
2025-12-07 13:17:22.986000+00:00,30,13.733,0.876,1276,9839
2025-12-07 13:17:23.001000+00:00,14,9.247,1.988,1276,9839
2025-12-07 13:17:23.033000+00:00,43,21.967,1.785,1276,9839
2025-12-07 13:17:23.595000+00:00,87,14.339,0.606,1276,9839
2025-12-07 13:17:23.704000+00:00,63,7.278,2.419,1276,9839
2025-12-07 13:17:23.845000+00:00,5,10.078,0.831,1276,9839
2025-12-07 13:17:23.861000+00:00,44,34.912,13.325,1276,9839
2025-12-07 13:17:24.603000+00:00,4,3.869,1.729,1276,9839
2025-12-07 13:17:24.614000+00:00,27,35.675,0.763,1276,9839
2025-12-07 13:17:24.718000+00:00,55,15.475,1.136,1276,9839
2025-12-07 13:17:24.820000+00:00,6,11.049,0.971,1276,9839
2025-12-07 13:17:25.033000+00:00,10,20.32,3.131,1276,9839
2025-12-07 13:17:25.369000+00:00,18,16.124,0.649,1276,9839
2025-12-07 13:17:25.439000+00:00,23,36.488,0.813,1276,9839
2025-12-07 13:17:25.678000+00:00,31,11.907,0.858,1276,9839
2025-12-07 13:17:25.687000+00:00,16,4.861,0.992,1276,9839
2025-12-07 13:17:25.712000+00:00,14,9.263,1.985,1276,9839
2025-12-07 13:17:26.456000+00:00,12,17.212,1.088,1276,9839
2025-12-07 13:17:26.487000+00:00,22,12.718,0.811,1276,9839
2025-12-07 13:17:26.576000+00:00,5,10.148,0.885,1276,9839
2025-12-07 13:17:26.838000+00:00,43,22.124,1.804,1276,9839
2025-12-07 13:17:27.079000+00:00,44,34.932,13.247,1276,9839
2025-12-07 13:17:27.220000+00:00,81,2.199,2.199,1276,9839
2025-12-07 13:17:27.373000+00:00,30,13.584,0.866,1276,9839
2025-12-07 13:17:27.564000+00:00,6,11.12,0.972,1276,9839
2025-12-07 13:17:27.880000+00:00,27,35.738,0.806,1276,9839
2025-12-07 13:17:27.939000+00:00,87,14.164,0.58,1276,9839
2025-12-07 13:17:28.165000+00:00,63,7.364,2.503,1276,9839
2025-12-07 13:17:28.388000+00:00,31,11.932,0.812,1276,9839
2025-12-07 13:17:28.859000+00:00,23,36.736,0.998,1276,9839
2025-12-07 13:17:28.879000+00:00,4,3.865,1.666,1276,9839
2025-12-07 13:17:29.142000+00:00,55,15.352,1.188,1276,9839
2025-12-07 13:17:29.301000+00:00,22,12.836,0.904,1276,9839
2025-12-07 13:17:29.545000+00:00,10,20.297,3.085,1276,9839
2025-12-07 13:17:29.792000+00:00,44,34.845,13.025,1276,9839
2025-12-07 13:17:29.842000+00:00,18,16.066,0.714,1276,9839
2025-12-07 13:17:30.031000+00:00,16,4.97,1.105,1276,9839
2025-12-07 13:17:30.085000+00:00,14,9.338,1.974,1276,9839
2025-12-07 13:17:30.100000+00:00,30,13.674,0.838,1276,9839
2025-12-07 13:17:30.689000+00:00,27,35.731,0.886,1276,9839
2025-12-07 13:17:30.692000+00:00,87,14.231,0.557,1276,9839
2025-12-07 13:17:30.846000+00:00,44,34.818,12.984,1276,9839
2025-12-07 13:17:30.874000+00:00,12,17.056,0.99,1276,9839
2025-12-07 13:17:30.962000+00:00,5,10.222,0.884,1276,9839
2025-12-07 13:17:31.413000+00:00,43,22.159,1.862,1276,9839
2025-12-07 13:17:31.713000+00:00,27,35.718,0.9,1276,9839
2025-12-07 13:17:31.730000+00:00,23,36.726,0.995,1276,9839
2025-12-07 13:17:31.768000+00:00,55,15.341,1.11,1276,9839
2025-12-07 13:17:32.001000+00:00,6,11.292,1.07,1276,9839
2025-12-07 13:17:32.326000+00:00,81,2.186,2.186,1276,9839
2025-12-07 13:17:32.511000+00:00,63,7.445,2.475,1276,9839
2025-12-07 13:17:32.534000+00:00,18,16.092,0.751,1276,9839
2025-12-07 13:17:32.644000+00:00,23,36.719,1.001,1276,9839
2025-12-07 13:17:32.769000+00:00,31,12.049,0.757,1276,9839
2025-12-07 13:17:33.080000+00:00,44,34.796,12.946,1276,9839
2025-12-07 13:17:33.651000+00:00,12,17.092,1.0,1276,9839
2025-12-07 13:17:33.904000+00:00,22,12.975,0.926,1276,9839
2025-12-07 13:17:33.990000+00:00,10,20.2,3.144,1276,9839
2025-12-07 13:17:34.001000+00:00,4,3.852,,1276,9839
2025-12-07 13:17:34.005000+00:00,27,35.705,0.909,1276,9839
2025-12-07 13:17:34.439000+00:00,14,9.398,1.953,1276,9839
2025-12-07 13:17:34.548000+00:00,30,13.759,0.784,1276,9839
2025-12-07 13:17:34.994000+00:00,23,36.71,1.005,1276,9839
2025-12-07 13:17:35.100000+00:00,16,4.974,1.122,1276,9839
2025-12-07 13:17:35.142000+00:00,87,14.405,0.646,1276,9839
2025-12-07 13:17:35.301000+00:00,5,10.269,0.871,1276,9839
2025-12-07 13:17:35.657000+00:00,81,2.194,2.194,1276,9839
2025-12-07 13:17:35.849000+00:00,43,22.089,1.889,1276,9839
2025-12-07 13:17:35.892000+00:00,44,34.809,12.842,1276,9839
2025-12-07 13:17:36.131000+00:00,55,15.418,1.013,1276,9839
2025-12-07 13:17:36.387000+00:00,6,11.357,1.088,1276,9839
2025-12-07 13:17:36.673000+00:00,10,20.222,3.13,1276,9839
2025-12-07 13:17:36.741000+00:00,27,35.706,0.897,1276,9839
2025-12-07 13:17:37.100000+00:00,18,16.296,0.878,1276,9839
2025-12-07 13:17:37.162000+00:00,31,12.142,0.785,1276,9839
2025-12-07 13:17:37.328000+00:00,4,3.877,1.683,1276,9839
2025-12-07 13:17:37.596000+00:00,63,7.467,2.493,1276,9839
2025-12-07 13:17:37.761000+00:00,23,36.708,1.002,1276,9839
2025-12-07 13:17:38.010000+00:00,12,17.205,0.909,1276,9839
2025-12-07 13:17:38.144000+00:00,22,13.108,0.966,1276,9839
2025-12-07 13:17:38.429000+00:00,16,4.973,1.096,1276,9839
2025-12-07 13:17:38.601000+00:00,43,22.149,1.927,1276,9839
2025-12-07 13:17:38.898000+00:00,30,13.872,0.764,1276,9839
2025-12-07 13:17:39.413000+00:00,44,34.708,12.584,1276,9839
2025-12-07 13:17:39.523000+00:00,87,14.493,0.621,1276,9839
2025-12-07 13:17:39.554000+00:00,14,9.42,,1276,9839
2025-12-07 13:17:40.273000+00:00,5,10.153,0.733,1276,9839
2025-12-07 13:17:40.413000+00:00,27,35.727,1.019,1276,9839
2025-12-07 13:17:40.445000+00:00,55,15.408,0.915,1276,9839
2025-12-07 13:17:40.929000+00:00,63,7.47,2.497,1276,9839
2025-12-07 13:17:41.054000+00:00,10,20.342,3.137,1276,9839
2025-12-07 13:17:41.351000+00:00,18,16.327,0.919,1276,9839
2025-12-07 13:17:41.351000+00:00,6,11.23,1.077,1276,9839
2025-12-07 13:17:41.429000+00:00,23,36.741,1.014,1276,9839
2025-12-07 13:17:42.085000+00:00,31,11.976,0.746,1276,9839
2025-12-07 13:17:42.304000+00:00,12,17.311,0.984,1276,9839
2025-12-07 13:17:42.900000+00:00,14,9.443,1.973,1276,9839
2025-12-07 13:17:42.964000+00:00,43,22.222,1.88,1276,9839
2025-12-07 13:17:43.110000+00:00,22,12.962,0.986,1276,9839
2025-12-07 13:17:43.463000+00:00,5,10.005,0.562,1276,9839
2025-12-07 13:17:43.830000+00:00,30,13.711,0.749,1276,9839
2025-12-07 13:17:43.870000+00:00,44,34.595,12.436,1276,9839
2025-12-07 13:17:44.137000+00:00,81,2.13,2.13,1276,9839
2025-12-07 13:17:44.436000+00:00,87,14.314,0.603,1276,9839
2025-12-07 13:17:44.517000+00:00,6,11.051,1.046,1276,9839
2025-12-07 13:17:44.974000+00:00,27,35.716,1.121,1276,9839
2025-12-07 13:17:45.229000+00:00,31,11.758,0.707,1276,9839
2025-12-07 13:17:45.443000+00:00,10,20.414,3.103,1276,9839
2025-12-07 13:17:45.454000+00:00,55,15.338,1.024,1276,9839
2025-12-07 13:17:45.948000+00:00,4,3.887,1.757,1276,9839
2025-12-07 13:17:46.022000+00:00,23,36.721,1.005,1276,9839
2025-12-07 13:17:46.022000+00:00,81,2.155,2.155,1276,9839
2025-12-07 13:17:46.211000+00:00,22,12.741,0.983,1276,9839
2025-12-07 13:17:46.310000+00:00,18,16.192,0.854,1276,9839
2025-12-07 13:17:46.842000+00:00,16,4.843,0.956,1276,9839
2025-12-07 13:17:46.969000+00:00,30,13.488,0.747,1276,9839
2025-12-07 13:17:47.292000+00:00,12,17.168,0.976,1276,9839
2025-12-07 13:17:47.379000+00:00,43,22.356,1.942,1276,9839
2025-12-07 13:17:47.550000+00:00,87,14.086,0.598,1276,9839
2025-12-07 13:17:47.807000+00:00,4,3.942,1.787,1276,9839
2025-12-07 13:17:48.312000+00:00,44,34.545,12.456,1276,9839
2025-12-07 13:17:48.716000+00:00,55,15.259,1.173,1276,9839
2025-12-07 13:17:48.744000+00:00,16,4.887,0.945,1276,9839
2025-12-07 13:17:49.344000+00:00,27,35.59,1.045,1276,9839
2025-12-07 13:17:49.465000+00:00,18,16.002,0.743,1276,9839
2025-12-07 13:17:49.466000+00:00,63,7.455,2.612,1276,9839
2025-12-07 13:17:50.416000+00:00,23,36.641,1.051,1276,9839
2025-12-07 13:17:50.422000+00:00,12,16.964,0.962,1276,9839
2025-12-07 13:17:50.535000+00:00,10,20.413,3.245,1276,9839
2025-12-07 13:17:51.012000+00:00,44,34.551,12.402,1276,9839
2025-12-07 13:17:51.329000+00:00,63,7.47,2.583,1276,9839
2025-12-07 13:17:51.613000+00:00,14,9.617,2.162,1276,9839
2025-12-07 13:17:51.942000+00:00,27,35.511,0.96,1276,9839
2025-12-07 13:17:52.278000+00:00,5,10.285,0.668,1276,9839
2025-12-07 13:17:52.553000+00:00,43,22.371,1.958,1276,9839
2025-12-07 13:17:53.114000+00:00,23,36.629,1.118,1276,9839
2025-12-07 13:17:53.329000+00:00,6,11.273,0.988,1276,9839
2025-12-07 13:17:53.400000+00:00,4,3.954,1.799,1276,9839
2025-12-07 13:17:53.517000+00:00,14,9.616,2.146,1276,9839
2025-12-07 13:17:53.858000+00:00,10,20.396,3.432,1276,9839
2025-12-07 13:17:54.027000+00:00,31,12.047,0.774,1276,9839
2025-12-07 13:17:54.269000+00:00,5,10.309,0.693,1276,9839
2025-12-07 13:17:54.328000+00:00,16,4.803,0.849,1276,9839
2025-12-07 13:17:54.328000+00:00,81,2.167,2.167,1276,9839
2025-12-07 13:17:55.160000+00:00,22,13.102,1.055,1276,9839
2025-12-07 13:17:55.200000+00:00,6,11.289,0.98,1276,9839
2025-12-07 13:17:55.215000+00:00,44,34.424,12.202,1276,9839
2025-12-07 13:17:55.821000+00:00,43,22.346,1.95,1276,9839
2025-12-07 13:17:55.842000+00:00,30,13.833,0.731,1276,9839
2025-12-07 13:17:55.930000+00:00,31,12.078,0.789,1276,9839
2025-12-07 13:17:56.142000+00:00,4,3.968,1.801,1276,9839
2025-12-07 13:17:56.192000+00:00,27,35.475,1.051,1276,9839
2025-12-07 13:17:56.401000+00:00,87,14.398,0.565,1276,9839
2025-12-07 13:17:56.843000+00:00,16,4.68,0.712,1276,9839
2025-12-07 13:17:56.912000+00:00,63,7.484,2.681,1276,9839
2025-12-07 13:17:57.011000+00:00,22,13.161,1.083,1276,9839
2025-12-07 13:17:57.300000+00:00,23,36.559,1.084,1276,9839
2025-12-07 13:17:57.316000+00:00,55,15.308,0.91,1276,9839
2025-12-07 13:17:57.702000+00:00,30,13.847,0.686,1276,9839
2025-12-07 13:17:57.793000+00:00,81,1.986,1.986,1276,9839
2025-12-07 13:17:58.204000+00:00,18,16.201,0.893,1276,9839
2025-12-07 13:17:58.265000+00:00,87,14.407,0.56,1276,9839
2025-12-07 13:17:59.095000+00:00,12,17.039,0.838,1276,9839
2025-12-07 13:17:59.095000+00:00,14,9.626,2.142,1276,9839
2025-12-07 13:17:59.205000+00:00,55,15.317,,1276,9839
2025-12-07 13:17:59.423000+00:00,44,34.394,12.038,1276,9839
2025-12-07 13:17:59.642000+00:00,63,7.467,2.787,1276,9839
2025-12-07 13:17:59.642000+00:00,5,10.213,0.587,1276,9839
2025-12-07 13:17:59.642000+00:00,4,3.84,1.854,1276,9839
2025-12-07 13:18:00.033000+00:00,18,16.194,0.877,1276,9839
2025-12-07 13:18:00.314000+00:00,16,4.514,0.674,1276,9839
2025-12-07 13:18:00.408000+00:00,27,35.393,0.999,1276,9839
2025-12-07 13:18:00.627000+00:00,6,11.184,0.971,1276,9839
2025-12-07 13:18:00.939000+00:00,12,17.073,0.879,1276,9839
2025-12-07 13:18:01.252000+00:00,81,2.016,2.016,1276,9839
2025-12-07 13:18:01.377000+00:00,31,11.953,0.769,1276,9839
2025-12-07 13:18:01.548000+00:00,23,36.511,1.118,1276,9839
2025-12-07 13:18:01.830000+00:00,14,9.641,2.174,1276,9839
2025-12-07 13:18:02.283000+00:00,5,10.098,0.457,1276,9839
2025-12-07 13:18:02.470000+00:00,10,20.458,3.419,1276,9839
2025-12-07 13:18:02.584000+00:00,22,,1.208,1276,9839
2025-12-07 13:18:03.224000+00:00,63,7.252,2.738,1276,9839
2025-12-07 13:18:03.239000+00:00,4,3.823,1.807,1276,9839
2025-12-07 13:18:03.243000+00:00,30,13.73,0.569,1276,9839
2025-12-07 13:18:03.243000+00:00,6,11.044,0.946,1276,9839
2025-12-07 13:18:03.712000+00:00,87,14.294,0.564,1276,9839
2025-12-07 13:18:03.910000+00:00,16,4.68,0.857,1276,9839
2025-12-07 13:18:04.027000+00:00,31,11.817,0.773,1276,9839
2025-12-07 13:18:04.392000+00:00,10,20.506,3.433,1276,9839
2025-12-07 13:18:04.622000+00:00,44,34.418,12.047,1276,9839
2025-12-07 13:18:04.622000+00:00,43,22.521,2.063,1276,9839
2025-12-07 13:18:04.641000+00:00,55,15.184,0.89,1276,9839
2025-12-07 13:18:04.811000+00:00,81,2.02,2.02,1276,9839
2025-12-07 13:18:05.300000+00:00,22,13.099,1.282,1276,9839
2025-12-07 13:18:05.329000+00:00,14,9.524,2.272,1276,9839
2025-12-07 13:18:05.499000+00:00,27,35.371,0.953,1276,9839
2025-12-07 13:18:05.530000+00:00,18,16.069,0.885,1276,9839
2025-12-07 13:18:05.743000+00:00,30,13.573,0.474,1276,9839
2025-12-07 13:18:05.838000+00:00,5,10.057,0.533,1276,9839
2025-12-07 13:18:06.375000+00:00,87,14.158,0.585,1276,9839
2025-12-07 13:18:06.472000+00:00,12,16.96,0.891,1276,9839
2025-12-07 13:18:06.500000+00:00,43,22.565,2.059,1276,9839
2025-12-07 13:18:06.715000+00:00,63,7.355,2.675,1276,9839
2025-12-07 13:18:06.742000+00:00,23,36.469,1.098,1276,9839
2025-12-07 13:18:06.742000+00:00,6,10.868,0.811,1276,9839
2025-12-07 13:18:06.761000+00:00,4,3.824,1.804,1276,9839
2025-12-07 13:18:06.978000+00:00,81,1.957,1.957,1276,9839
2025-12-07 13:18:07.200000+00:00,55,15.025,0.867,1276,9839
2025-12-07 13:18:07.524000+00:00,31,11.712,0.844,1276,9839
2025-12-07 13:18:07.534000+00:00,16,4.722,0.898,1276,9839
2025-12-07 13:18:07.914000+00:00,44,34.463,12.117,1276,9839
2025-12-07 13:18:08.082000+00:00,18,15.904,0.879,1276,9839
2025-12-07 13:18:08.738000+00:00,22,12.946,1.234,1276,9839
2025-12-07 13:18:08.832000+00:00,27,35.384,0.921,1276,9839
2025-12-07 13:18:08.832000+00:00,14,9.607,2.252,1276,9839
2025-12-07 13:18:08.848000+00:00,4,3.819,1.862,1276,9839
2025-12-07 13:18:08.966000+00:00,12,16.803,0.899,1276,9839
2025-12-07 13:18:09.392000+00:00,30,13.606,0.66,1276,9839
