EventName,EventDate,Country,Location,OfficialEventName,EventFormat,Session,SessionDate
Abu Dhabi Grand Prix,2025-12-07,United Arab Emirates,Yas Island,FORMULA 1 ETIHAD AIRWAYS ABU DHABI GRAND PRIX 2025,conventional,Race,2025-12-07 13:00:00
